-,-,-
-478, 614, 596
-470, 595, 598
-510, 583, 721
-494, 601, 691
-454, 585, 561
-481, 585, 600
-481, 555, 600
-495, 542, 618
-492, 530, 662
-466, 553, 590
-450, 578, 553
-465, 564, 624
-479, 620, 618
-479, 620, 618
-482, 634, 675
-485, 640, 673
-490, 621, 672
-506, 593, 671
-509, 564, 685
-488, 551, 633
-488, 551, 633
-473, 618, 550
-489, 597, 610
-510, 601, 643
-501, 605, 621
-472, 560, 604
-463, 581, 572
-492, 652, 576
-492, 652, 576
-492, 612, 616
-463, 612, 564
-467, 608, 576
-473, 604, 608
-466, 595, 595
-465, 625, 570
-465, 625, 570
-471, 604, 615
-479, 615, 617
-471, 623, 599
-457, 652, 601
-485, 657, 646
-501, 583, 711
-479, 624, 594
-479, 624, 594
-470, 628, 618
-464, 688, 578
-475, 700, 629
-473, 687, 649
-453, 685, 604
-464, 705, 610
-464, 705, 610
-466, 700, 621
-458, 668, 631
-445, 670, 603
-446, 696, 588
-459, 715, 624
-474, 726, 647
-474, 726, 647
-475, 645, 717
-452, 630, 648
-439, 622, 592
-433, 583, 609
-449, 635, 592
-452, 578, 642
-431, 558, 577
-431, 558, 577
-418, 573, 548
-418, 637, 554
-423, 656, 590
-433, 652, 630
-431, 651, 654
-439, 720, 618
-439, 720, 618
-450, 711, 665
-433, 675, 660
-441, 682, 643
-438, 658, 634
-447, 630, 637
-435, 582, 647
-414, 570, 605
-414, 570, 605
-412, 585, 589
-426, 572, 698
-427, 611, 716
-407, 627, 677
-410, 650, 653
-424, 663, 701
-424, 663, 701
-416, 675, 704
-404, 676, 676
-386, 683, 638
-377, 672, 657
-395, 665, 728
-383, 662, 698
-360, 665, 630
-360, 665, 630
-363, 690, 621
-370, 667, 678
-359, 677, 668
-338, 678, 615
-335, 724, 580
-321, 715, 614
-321, 715, 614
-313, 742, 614
-313, 730, 635
-311, 736, 636
-320, 773, 654
-321, 737, 721
-320, 730, 703
-320, 730, 703
-306, 678, 681
-313, 647, 700
-320, 658, 708
-320, 669, 672
-302, 635, 647
-304, 640, 641
-325, 647, 683
-325, 647, 683
-335, 676, 684
-302, 673, 602
-305, 678, 604
-320, 692, 650
-326, 697, 686
-315, 701, 667
-315, 701, 667
-309, 727, 612
-315, 713, 645
-320, 691, 690
-310, 706, 635
-310, 729, 613
-315, 737, 632
-325, 709, 685
-325, 709, 685
-330, 721, 637
-331, 720, 610
-329, 711, 627
-330, 677, 692
-320, 682, 631
-327, 698, 594
-327, 698, 594
-342, 697, 615
-356, 687, 668
-365, 717, 686
-340, 680, 660
-346, 696, 610
-354, 694, 659
-354, 694, 659
-345, 681, 676
-331, 693, 610
-323, 686, 598
-325, 715, 581
-328, 721, 634
-325, 716, 645
-318, 734, 599
-318, 734, 599
-320, 723, 585
-331, 725, 615
-338, 722, 661
-326, 715, 623
-324, 715, 605
-323, 693, 636
-323, 693, 636
-339, 681, 696
-327, 688, 625
-330, 669, 623
-345, 671, 631
-345, 671, 629
-357, 688, 641
-353, 688, 644
-353, 688, 644
-340, 661, 624
-352, 701, 604
-371, 715, 664
-371, 682, 692
-358, 647, 660
-364, 748, 571
-364, 748, 571
-375, 763, 615
-340, 732, 587
-312, 666, 573
-344, 652, 636
-365, 673, 658
-366, 684, 591
-392, 668, 653
-392, 668, 653
-395, 668, 645
-390, 693, 640
-376, 654, 668
-356, 639, 649
-344, 668, 599
-346, 688, 621
-346, 688, 621
-342, 717, 627
-332, 706, 621
-347, 717, 617
-347, 698, 640
-363, 661, 737
-395, 716, 687
-395, 716, 687
-411, 701, 686
-406, 685, 627
-394, 634, 638
-402, 632, 671
-402, 627, 671
-405, 615, 679
-388, 633, 643
-388, 633, 643
-370, 664, 622
-358, 667, 620
-337, 658, 593
-343, 690, 623
-325, 703, 622
-329, 709, 687
-329, 709, 687
-,-,-
-522, 661, 584
-557, 675, 598
-557, 675, 598
-536, 688, 608
-505, 742, 486
-525, 699, 544
-525, 675, 544
-506, 649, 551
-514, 670, 530
-512, 630, 574
-512, 630, 574
-484, 571, 583
-485, 595, 559
-490, 612, 564
-498, 611, 617
-485, 605, 595
-484, 581, 589
-484, 581, 589
-494, 626, 562
-482, 613, 584
-463, 593, 556
-466, 584, 538
-479, 561, 579
-472, 592, 588
-466, 597, 585
-466, 597, 585
-469, 616, 582
-460, 604, 613
-467, 608, 624
-476, 681, 522
-454, 706, 475
-462, 738, 500
-462, 738, 500
-490, 698, 637
-500, 735, 628
-503, 707, 619
-502, 772, 531
-501, 714, 586
-487, 589, 654
-487, 589, 654
-483, 609, 598
-478, 661, 550
-474, 666, 505
-477, 663, 504
-473, 634, 582
-484, 683, 618
-487, 718, 555
-487, 718, 555
-477, 641, 601
-450, 642, 573
-446, 695, 578
-456, 684, 612
-450, 661, 585
-434, 656, 559
-434, 656, 559
-451, 679, 604
-436, 675, 590
-424, 684, 550
-431, 722, 555
-439, 688, 625
-446, 687, 622
-456, 714, 653
-456, 714, 653
-433, 654, 641
-420, 643, 582
-402, 594, 586
-424, 599, 624
-429, 656, 635
-418, 707, 575
-418, 707, 575
-432, 730, 630
-402, 671, 654
-377, 655, 660
-377, 681, 631
-372, 700, 630
-374, 719, 642
-362, 679, 655
-362, 679, 655
-364, 720, 631
-369, 750, 611
-346, 701, 585
-335, 705, 612
-324, 657, 699
-325, 754, 639
-325, 754, 639
-333, 940, 630
-325, 840, 701
-342, 891, 697
-351, 793, 715
-250, 748, 558
-243, 711, 561
-243, 711, 561
-271, 780, 582
-278, 757, 625
-272, 684, 640
-261, 654, 631
-280, 699, 643
-283, 709, 631
-271, 669, 617
-271, 669, 617
-281, 674, 619
-285, 737, 605
-276, 790, 633
-244, 780, 638
-245, 800, 643
-235, 828, 606
-235, 828, 606
-235, 841, 614
-234, 823, 627
-224, 764, 647
-212, 720, 628
-212, 720, 571
-246, 766, 590
-246, 732, 625
-246, 732, 625
-249, 703, 654
-259, 696, 663
-265, 732, 599
-282, 745, 623
-287, 745, 658
-284, 721, 662
-284, 721, 662
-282, 681, 633
-297, 693, 596
-294, 693, 594
-297, 706, 625
-289, 688, 631
-295, 677, 631
-295, 677, 631
-300, 712, 634
-300, 735, 645
-291, 707, 668
-283, 712, 628
-305, 759, 628
-303, 741, 640
-297, 720, 659
-297, 720, 659
-293, 713, 663
-274, 685, 650
-277, 669, 640
-281, 663, 656
-276, 644, 642
-266, 636, 638
-266, 636, 638
-278, 712, 630
-275, 769, 621
-281, 768, 661
-285, 752, 673
-287, 729, 673
-287, 754, 629
-286, 728, 622
-286, 728, 622
-301, 696, 617
-329, 695, 658
-334, 705, 667
-334, 681, 656
-353, 676, 648
-355, 664, 627
-355, 664, 627
-351, 626, 656
-345, 642, 649
-333, 654, 646
-320, 675, 652
-306, 676, 657
-307, 664, 692
-307, 664, 692
-325, 657, 721
-329, 703, 698
-308, 734, 623
-321, 727, 621
-348, 706, 657
-,-,-
-548, 495, 710
-501, 438, 627
-547, 527, 640
-565, 521, 696
-538, 485, 714
-538, 485, 714
-528, 472, 670
-523, 490, 608
-504, 498, 609
-495, 509, 608
-502, 558, 526
-535, 605, 530
-535, 605, 530
-519, 596, 554
-506, 620, 616
-500, 642, 611
-509, 644, 604
-498, 624, 611
-486, 645, 610
-502, 670, 636
-502, 670, 636
-509, 649, 649
-474, 629, 589
-450, 635, 553
-465, 597, 605
-460, 571, 556
-418, 631, 480
-418, 631, 480
-422, 677, 499
-458, 692, 636
-471, 635, 705
-423, 632, 588
-413, 652, 566
-430, 676, 610
-448, 656, 666
-448, 656, 666
-422, 612, 599
-416, 650, 591
-433, 655, 668
-455, 678, 698
-428, 661, 670
-420, 646, 667
-420, 646, 667
-436, 652, 672
-435, 603, 687
-411, 599, 694
-392, 636, 686
-404, 651, 705
-423, 673, 730
-423, 673, 730
-391, 651, 700
-367, 626, 662
-382, 645, 658
-384, 638, 669
-359, 658, 640
-350, 683, 639
-368, 692, 653
-368, 692, 653
-357, 668, 671
-341, 644, 680
-329, 639, 686
-325, 638, 698
-315, 642, 685
-297, 629, 712
-297, 629, 712
-271, 651, 710
-270, 723, 691
-276, 735, 688
-252, 705, 673
-252, 784, 698
-266, 879, 718
-261, 860, 721
-261, 860, 721
-251, 802, 697
-244, 733, 707
-240, 733, 710
-206, 684, 674
-198, 658, 650
-230, 651, 692
-230, 651, 692
-238, 673, 681
-231, 692, 682
-224, 692, 675
-237, 683, 669
-243, 682, 667
-245, 691, 682
-245, 691, 682
-258, 696, 735
-253, 685, 687
-256, 674, 647
-268, 686, 671
-273, 690, 703
-276, 691, 701
-266, 684, 667
-266, 684, 667
-276, 683, 694
-278, 674, 726
-263, 649, 707
-258, 651, 680
-269, 662, 694
-269, 685, 698
-269, 685, 698
-271, 677, 711
-254, 643, 683
-260, 655, 687
-272, 670, 714
-267, 662, 694
-269, 642, 680
-279, 662, 683
-279, 662, 683
-280, 676, 674
-285, 662, 681
-295, 657, 697
-338, 718, 744
-341, 744, 763
-328, 693, 712
-328, 693, 712
-319, 640, 666
-333, 625, 689
-332, 607, 694
-325, 605, 694
-315, 600, 685
-313, 621, 668
-310, 617, 678
-310, 617, 678
-316, 641, 697
-313, 688, 706
-315, 706, 711
-307, 703, 753
-328, 713, 653
-315, 674, 705
-315, 674, 705
-311, 669, 698
-300, 650, 684
-300, 633, 717
-291, 624, 697
-303, 648, 681
-316, 633, 692
-316, 633, 692
-315, 641, 664
-322, 644, 695
-332, 669, 692
-333, 666, 704
-321, 618, 701
-308, 610, 688
-302, 605, 714
-302, 605, 714
-293, 633, 687
-297, 645, 691
-302, 652, 691
-298, 693, 673
-308, 721, 697
-325, 683, 737
-325, 683, 737
-315, 639, 711
-321, 621, 708
-330, 611, 711
-335, 633, 696
-328, 589, 706
-334, 625, 724
-332, 665, 735
-,-,-
-491, 554, 693
-435, 491, 617
-455, 522, 533
-493, 629, 579
-493, 629, 579
-502, 620, 692
-508, 636, 657
-486, 533, 701
-458, 482, 686
-444, 456, 711
-427, 463, 710
-416, 422, 688
-416, 422, 688
-426, 445, 636
-429, 492, 609
-449, 555, 605
-462, 580, 618
-464, 589, 656
-469, 608, 668
-469, 608, 668
-484, 648, 667
-466, 667, 641
-454, 678, 632
-462, 690, 656
-449, 694, 625
-423, 652, 595
-423, 652, 595
-420, 679, 570
-412, 610, 634
-411, 626, 607
-410, 621, 599
-406, 660, 589
-413, 703, 606
-419, 687, 657
-419, 687, 657
-434, 710, 685
-415, 709, 643
-406, 683, 626
-406, 673, 621
-403, 642, 666
-387, 643, 642
-387, 643, 642
-387, 670, 626
-397, 673, 669
-388, 654, 662
-368, 634, 627
-354, 643, 586
-363, 690, 605
-374, 718, 660
-374, 718, 660
-363, 698, 667
-351, 696, 653
-346, 714, 638
-359, 725, 665
-362, 704, 683
-348, 690, 659
-348, 690, 659
-326, 621, 684
-322, 661, 643
-349, 677, 684
-339, 695, 635
-322, 799, 586
-321, 814, 611
-327, 814, 652
-327, 823, 652
-312, 763, 712
-255, 711, 617
-243, 717, 594
-253, 734, 627
-243, 780, 615
-228, 814, 626
-228, 814, 626
-229, 835, 622
-229, 804, 655
-220, 798, 635
-214, 805, 635
-216, 797, 652
-209, 735, 661
-209, 735, 661
-224, 738, 659
-225, 743, 642
-236, 755, 638
-240, 734, 646
-234, 706, 637
-242, 702, 636
-255, 711, 658
-255, 711, 658
-267, 725, 662
-255, 720, 633
-263, 710, 633
-272, 705, 659
-270, 725, 656
-264, 742, 640
-264, 742, 640
-269, 722, 654
-274, 713, 658
-277, 728, 661
-290, 740, 700
-264, 698, 641
-271, 705, 597
-281, 699, 619
-281, 699, 619
-290, 696, 657
-280, 694, 618
-278, 698, 604
-285, 695, 640
-293, 698, 691
-286, 725, 651
-286, 725, 651
-288, 729, 637
-290, 704, 636
-293, 708, 643
-289, 706, 650
-277, 698, 641
-282, 714, 629
-282, 714, 629
-291, 739, 644
-280, 724, 664
-277, 719, 659
-281, 733, 633
-285, 734, 645
-292, 715, 676
-268, 663, 670
-268, 663, 670
-274, 662, 635
-289, 701, 606
-298, 716, 621
-295, 697, 632
-288, 680, 631
-306, 711, 646
-306, 711, 646
-322, 725, 680
-324, 691, 683
-329, 660, 673
-363, 682, 698
-366, 681, 699
-351, 666, 683
-348, 673, 642
-348, 673, 642
-362, 655, 699
-361, 666, 734
-323, 679, 683
-306, 698, 630
-322, 702, 647
-332, 728, 685
-332, 728, 685
-329, 722, 731
-339, 725, 738
-,-,-
-435, 700, 489
-450, 652, 544
-472, 635, 655
-411, 635, 504
-411, 634, 504
-404, 641, 473
-431, 618, 582
-454, 602, 687
-430, 622, 639
-404, 644, 583
-404, 632, 618
-404, 632, 618
-436, 630, 674
-431, 649, 611
-425, 629, 585
-431, 600, 607
-434, 576, 604
-449, 558, 664
-449, 558, 664
-428, 581, 611
-430, 559, 605
-448, 577, 568
-444, 622, 561
-460, 661, 654
-471, 726, 595
-454, 727, 549
-454, 727, 549
-437, 702, 565
-420, 716, 579
-444, 727, 630
-438, 732, 584
-414, 704, 575
-398, 681, 576
-398, 681, 576
-410, 685, 610
-417, 702, 593
-395, 696, 551
-400, 718, 554
-414, 733, 575
-418, 717, 625
-408, 711, 629
-408, 711, 629
-400, 725, 591
-400, 728, 594
-401, 741, 587
-398, 714, 625
-383, 722, 612
-367, 713, 584
-367, 713, 584
-355, 709, 550
-361, 731, 557
-357, 708, 574
-355, 711, 586
-359, 705, 607
-360, 704, 588
-360, 704, 588
-371, 722, 593
-373, 722, 614
-370, 716, 618
-374, 726, 620
-375, 717, 655
-362, 705, 618
-355, 698, 615
-355, 698, 615
-343, 689, 628
-336, 701, 632
-338, 718, 611
-320, 724, 561
-309, 736, 564
